platform_key,policy_title,source_url,version_label,effective_date,retrieved_date,violation_category,section_title,section_reference,rule_summary
XBOX,"XBOX Community Standards","https://www.xbox.com/en-US/legal/community-standards#i","2026 version",,2026-09-24,PRIVACY_DOXXING,"Always respect the privacy of others","Standard 9","Players may not produce content or behave in a way that puts the privacy or security of another player at risk."
XBOX,"XBOX Community Standards","https://www.xbox.com/en-US/legal/community-standards#i","2026 version",,2026-09-24,ACCOUNT_PLATFORM_ABUSE,"Be a force for good, even when others aren't","Standard 10","Players may not promote, organize, or direct others to harmful or inappropriate mods, account sales, cheating, fraudulent exploits, rule-breaking websites, or modded multiplayer lobbies that provide unfair advantages."
XBOX,"XBOX Community Standards","https://www.xbox.com/en-US/legal/community-standards#i","2026 version",,2026-09-24,CHEATING_EXPLOITS_UNFAIR_PLAY,"Be a force for good, even when others aren't","Standard 10","Players may not promote, organize, or direct others to harmful or inappropriate mods, account sales, cheating, fraudulent exploits, rule-breaking websites, or modded multiplayer lobbies that provide unfair advantages."
XBOX,"XBOX Community Standards","https://www.xbox.com/en-US/legal/community-standards#i","2026 version",,2026-09-24,SCAMS_FRAUD_PHISHING,"Be a force for good, even when others aren't","Standard 10","Players may not promote, organize, or direct others to harmful or inappropriate mods, account sales, cheating, fraudulent exploits, rule-breaking websites, or modded multiplayer lobbies that provide unfair advantages."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,HATE_DISCRIMINATION,"Be inclusive",,"Players may not engage in hateful, threatening, harmful, bullying, harassing, or stalking behavior toward others or encourage others to do so."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,HARASSMENT_BULLYING,"Be inclusive",,"Players may not engage in hateful, threatening, harmful, bullying, harassing, or stalking behavior toward others or encourage others to do so."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,THREATS_VIOLENT_INTIMIDATION,"Be inclusive",,"Players may not engage in hateful, threatening, harmful, bullying, harassing, or stalking behavior toward others or encourage others to do so."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,HATE_DISCRIMINATION,"Be sensible. Follow the law.",,"Players may not use offensive language, encourage harm or illegal activity, impersonate others, violate privacy, spread false information, or infringe on intellectual property."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,SELF_HARM_SUICIDE_ENCOURAGEMENT,"Be sensible. Follow the law.",,"Players may not use offensive language, encourage harm or illegal activity, impersonate others, violate privacy, spread false information, or infringe on intellectual property."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,PRIVACY_DOXXING,"Be sensible. Follow the law.",,"Players may not use offensive language, encourage harm or illegal activity, impersonate others, violate privacy, spread false information, or infringe on intellectual property."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,IMPERSONATION_DECEPTION,"Be sensible. Follow the law.",,"Players may not use offensive language, encourage harm or illegal activity, impersonate others, violate privacy, spread false information, or infringe on intellectual property."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,ILLEGAL_DANGEROUS_ACTIVITY,"Be sensible. Follow the law.",,"Players may not use offensive language, encourage harm or illegal activity, impersonate others, violate privacy, spread false information, or infringe on intellectual property."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,OTHER_PLATFORM_SPECIFIC,"Be respectful",,"Players may not do anything to harm the PlayStation community."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,ACCOUNT_PLATFORM_ABUSE,"Be responsible",,"Players may not use PlayStation products for spam or commercial activity or share, buy, sell, rent, trade, or transfer accounts, account details, or credentials."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,SPAM_COMMUNICATION_ABUSE,"Be responsible",,"Players may not use PlayStation products for spam or commercial activity or share, buy, sell, rent, trade, or transfer accounts, account details, or credentials."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,CHEATING_EXPLOITS_UNFAIR_PLAY,"Be a team player",,"Players may not disrupt gameplay, cheat, exploit bugs or vulnerabilities, steal account credentials, send unsolicited recommendations, or share misleading information."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,SCAMS_FRAUD_PHISHING,"Be a team player",,"Players may not disrupt gameplay, cheat, exploit bugs or vulnerabilities, steal account credentials, send unsolicited recommendations, or share misleading information."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,INAPPROPRIATE_EXPLICIT_CONTENT,"Be discreet. Keep it decent.",,"Players may not share personal information, obscene or illegal content, or images or media of others without their consent."
PLAYSTATION_NETWORK,"Playstation Code of Conduct","https://www.playstation.com/en-us/support/account/community-code-of-conduct/","2026 version",,2026-09-24,PRIVACY_DOXXING,"Be discreet. Keep it decent.",,"Players may not share personal information, obscene or illegal content, or images or media of others without their consent."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,IMPERSONATION_DECEPTION,"Engage in unlawful activity",,"Players may not exploit minors, steal, encourage real-world violence, commit fraud, or create false identities to mislead others."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,SCAMS_FRAUD_PHISHING,"Engage in unlawful activity",,"Players may not exploit minors, steal, encourage real-world violence, commit fraud, or create false identities to mislead others."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,SEXUAL_HARASSMENT_SEXUAL_CONTENT,"Upload or post illegal or inappropriate content",,"Players may not upload or post illegal or inappropriate content, including disturbing depictions of violence, content that exploits children, or sexually explicit material."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,INAPPROPRIATE_EXPLICIT_CONTENT,"Upload or post illegal or inappropriate content",,"Players may not upload or post illegal or inappropriate content, including disturbing depictions of violence, content that exploits children, or sexually explicit material."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,ILLEGAL_DANGEROUS_ACTIVITY,"Upload or post illegal or inappropriate content",,"Players may not upload or post illegal or inappropriate content, including disturbing depictions of violence, content that exploits children, or sexually explicit material."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,IMPERSONATION_DECEPTION,"Violate others personal rights",,"Players may not dox, scam, steal, impersonate, stalk, access others’ accounts, or post defamatory or libelous statements."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,PRIVACY_DOXXING,"Violate others personal rights",,"Players may not dox, scam, steal, impersonate, stalk, access others’ accounts, or post defamatory or libelous statements."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,ACCOUNT_PLATFORM_ABUSE,"Violate others personal rights",,"Players may not dox, scam, steal, impersonate, stalk, access others’ accounts, or post defamatory or libelous statements."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,HARASSMENT_BULLYING,"Harass other users or Steam personnel",," Players may not troll, bait, threaten, spam, intimidate, or use abusive or insulting language toward others."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,THREATS_VIOLENT_INTIMIDATION,"Harass other users or Steam personnel",," Players may not troll, bait, threaten, spam, intimidate, or use abusive or insulting language toward others."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,OTHER_PLATFORM_SPECIFIC,"Disrupt, damage, or manipulate Steam",,"Players may not attack Steam servers, manipulate reviews or other content, or automatically generate Steam accounts."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,ACCOUNT_PLATFORM_ABUSE,"Disrupt, damage, or manipulate Steam",,"Players may not attack Steam servers, manipulate reviews or other content, or automatically generate Steam accounts."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,OTHER_PLATFORM_SPECIFIC,"Disrupt or damage other users’ computers",,"Players may not upload or link to malicious software or attack another user’s computer."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,CHEATING_EXPLOITS_UNFAIR_PLAY,"Cheat",,"Players may not use cheat programs, smurf accounts, or artificially boost their matchmaking rank."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,OTHER_PLATFORM_SPECIFIC,"Violate others’ intellectual property rights",,"Players may not upload or use materials, trademarks, copyrights, patents, trade secrets, or other proprietary content without proper rights or permission."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,SPAM_COMMUNICATION_ABUSE,"Improperly gather or distribute information",,"Players may not collect others’ personal information or distribute surveys, marketing materials, chain letters, or spam."
STEAM,"Steam Online Conduct","https://store.steampowered.com/online_conduct/","2026 version",,2026-09-24,OTHER_PLATFORM_SPECIFIC,"Engage in commercial activity",,"Players may not post advertisements, run contests, gamble, buy or sell accounts or content, or solicit money or items."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,PRIVACY_DOXXING,"Personal Information",,"Players may not share or threaten to share others’ personal information, including alternate account names, real names, or real-world locations."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,HATE_DISCRIMINATION,"Intolerance and Discrimination",,"Players may not demean, discriminate against, marginalize, or use hateful language toward others or groups based on identity or background."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,HARASSMENT_BULLYING,"Bullying and Harassment",,"Players may not engage in predatory, threatening, intimidating, demeaning, derogatory, privacy-invasive, or abusive behavior toward others."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,THREATS_VIOLENT_INTIMIDATION,"Bullying and Harassment",,"Players may not engage in predatory, threatening, intimidating, demeaning, derogatory, privacy-invasive, or abusive behavior toward others."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,IMPERSONATION_DECEPTION,"Impersonation",,"Players may not impersonate others, take credit for another person’s or entity’s work, or deceive or defraud others by pretending to be someone else."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,CHEATING_EXPLOITS_UNFAIR_PLAY,"Cheating and Trolling",,"Players may not cheat, grief, team unfairly, exploit or promote known bugs, glitches, or exploits."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,ILLEGAL_DANGEROUS_ACTIVITY,"Dangerous or Illegal Activities",,"Players may not participate in or encourage illegal or dangerous activities, including gambling, drug use, phishing, trafficking, prostitution, doxing, swatting, violent content, or threats of harm."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,SCAMS_FRAUD_PHISHING,"Dangerous or Illegal Activities",,"Players may not participate in or encourage illegal or dangerous activities, including gambling, drug use, phishing, trafficking, prostitution, doxing, swatting, violent content, or threats of harm."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,SCAMS_FRAUD_PHISHING,"Scams and Deceptive Practices",,"Players may not scam or deceive others, seek account information, or buy or sell accounts or personal information."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,INAPPROPRIATE_EXPLICIT_CONTENT,"Inappropriate Content",,"Players may not engage in content, communication, or activity that negatively disrupts others’ experiences or violates content guidelines."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,SEXUAL_HARASSMENT_SEXUAL_CONTENT,"Child Endangerment",,"Players may not sexually exploit, groom, traffic, abuse, or endanger minors, or promote content involving child sexual abuse, dangerous activities, drugs, sex, eating disorders, suicide, self-harm, or unsafe interactions with children."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,ILLEGAL_DANGEROUS_ACTIVITY,"Child Endangerment",,"Players may not sexually exploit, groom, traffic, abuse, or endanger minors, or promote content involving child sexual abuse, dangerous activities, drugs, sex, eating disorders, suicide, self-harm, or unsafe interactions with children."
EPIC_GAMES,"Epic Games Community Rules","https://legal.epicgames.com/epicgames/community-rules","Updated 2026-02-26",,2026-09-24,SELF_HARM_SUICIDE_ENCOURAGEMENT,"Child Endangerment",,"Players may not sexually exploit, groom, traffic, abuse, or endanger minors, or promote content involving child sexual abuse, dangerous activities, drugs, sex, eating disorders, suicide, self-harm, or unsafe interactions with children."
